,key,refID,title,authors,year,month,day,doi,correction_doi,language,journal,abstract,notes,keywords,pubmed_id,SiC_Type,Application,review_article,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,BenchtopData,BiocompatibilityData,ExVivoData
80,rayyan-66582514,"Frewin, C 2011",Single-crystal cubic silicon carbide: An in vivo biocompatible semiconductor for brain machine interface devices,"Frewin, CL and Locke, C and Saddow, SE and Weeber, EJ",2011,,,10.1109/IEMBS.2011.6090582,,eng,2011 Annual International Conference of the IEEE Engineering in Medicine and Biology Society,"Single crystal silicon carbide (SiC) is a wide band-gap semiconductor which has shown both bio- and hemo-compatibility [1-5]. Although single crystalline SiC has appealing bio-sensing potential, the material has not been extensively characterized. Cubic silicon carbide (3C-SiC) has superior in vitro biocompatibility compared to its hexagonal counterparts [3, 5]. Brain machine interface (BMI) systems using implantable neuronal prosthetics offer the possibility of bi-directional signaling, which allow sensory feedback and closed loop control. Existing implantable neural interfaces have limited long-term reliability, and 3C-SiC may be a material that may improve that reliability. In the present study, we investigated in vivo 3C-SiC biocompatibility in the CNS of C56BL/6 mice. 3C-SiC was compared against the known immunoreactive response of silicon (Si) at 5, 10, and 35 days. The material was examined to detect CD45, a protein tyrosine phosphatase (PTP) expressed by activated microglia and macrophages. The 3C-SiC surface revealed limited immunoresponse and significantly reduced microglia compared to Si substrate.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,In Vivo Data,Polycrystalline SiC",Silicon;Silicon carbide;Implants;Immune system;In vivo;Probes,22254961,amorphous,Neural_Engineering,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
81,rayyan-66583118,"Frewin, C 2012a",Biocompatibility of SiC for Neurological Applications,"Frewin, CL and Locke, C and Saddow, SE and Weeber, EJ and Saddow, SE",2012,1.0,1,10.1016/B978-0-12-385906-8.00006-4,,eng,"SILICON CARBIDE BIOTECHNOLOGY: A BIOCOMPATIBLE SEMICONDUCTOR FOR ADVANCED BIOMEDICAL DEVICES AND APPLICATIONS, 1ST EDITION",,"RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,Neural Eng,Biocompatibility, Cell Culture",,,3C-SiC,Neural_Engineering,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False
82,rayyan-66582950,"Frewin, C 2012b",SiC for Brain-Machine Interface (BMI),"Frewin, CL and Abbati, L and Weeber, EJ and Saddow, SE and Saddow, SE",2012,,,10.1016/B978-0-12-385906-8.00007-6,,eng,"SILICON CARBIDE BIOTECHNOLOGY: A BIOCOMPATIBLE SEMICONDUCTOR FOR ADVANCED BIOMEDICAL DEVICES AND APPLICATIONS, 1ST EDITION","Interaction with biological processes at the cellular level is a crucial component of implantable BMI devices. Microelectromechanical systems (MEMS), or miniature devices combining both mechanical and electrical components, are one method that opens an avenue for this implantable BMI device interaction to be realized. Brain–machine interface (BMI) devices, also known as brain–computer interface (BCI) devices, is a burgeoning technology developed by engineers, neuroscientists, and computer scientists that has the potential to offer hope through possible therapeutics for many problems associated with the central nervous system (CNS). Silicon (Si) has been long used in the construction of MEMS devices as the material possesses the hardness of steel, is relatively inexpensive to produce, and can be easily fashioned into complex mechanical devices using a multitude of techniques developed by the semiconductor industry. Si serves as the primary constituent of many MEMS devices because it is a semiconductor, a material which can be electrically insulating or conducting depending on both its intrinsic properties as well as through various stimuli applied to the material. Semiconductor materials can be used to electronically or mechanically sense stimuli which allows for the realization of complex MEMS devices. SiC provides an ideal platform for long-term neural interaction as it is physically strong and chemically inert, and these properties make it an ideal candidate for interaction with the constantly changing chemical environment within the body.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Review,Neural Eng,General SiC,Polycrystalline SiC",,,amorphous,Neural_Engineering,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False
83,rayyan-66582970,"Frewin, C 2013",Silicon carbide neural implants: In vivo neural tissue reaction,"Frewin, CL and Locke, C and Mariusso, L and Weeber, EJ and Saddow, SE",2013,11.0,,10.1109/NER.2013.6696021,,eng,2013 6TH INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING (NER),"Novel materials are needed for intracortical neural implants (INI) to extend their reliability and functionality beyond a few years. Cubic silicon carbide (3C-SiC) is a chemically inert, physically robust semiconductor that has shown, through extensive in vitro testing, a high biocompatibility with neural cells. Recently we have shown that 3C-SiC does not attract a negative immune response from microglia in vivo, but the implants size did not allow adequate investigation of tissue response [1]. We produced a passive implant to test the in vivo tissue reaction of C57BL/6J mice to 3C-SiC and compare to our positive control of silicon (Si). Dual, triangular shanks were fabricated from each material and combined into a single device which was then implanted simultaneously into three C57BL/6J mouse brains for 35 days. The mice were perfused with 4% paraformaldehyde and the brains treated using immunohistochemistry. Fluorescence microscopy indicated that Si produced the expected increased inflammatory response from both microglia/macrophage and astrocyte cells, whereas 3C-SiC shows minimal inflammatory reaction from these glial cells. Si also created tissue voids larger than the implants themselves whereas 3C-SiC showed minimal voids and even still had neuronal processes in contact with the implant. Our conclusion is that 3C-SiC shows great potential for use within the neural environment and should be fashioned into active INI to evaluate signal quality over time.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,In Vivo Data,Polycrystalline SiC",,,3C-SiC ,Neural_Engineering,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
84,rayyan-66582947,"Frewin, C 2016",Silicon Carbide As a Robust Neural Interface (Invited),"Frewin, CL and Bernardin, E and Deku, F and Everly, R and Ul Hassan, J and Pancrazio, JJ and Saddow, SE",2016,,,10.1149/07512.0039ecst,,eng,GALLIUM NITRIDE AND SILICON CARBIDE POWER TECHNOLOGIES 6,"The intracortical neural interface (INI) could be a key component of brain machine interfaces (BMI), devices which offer the possibility of restored physiological neurological functionality for patients suffering from severe trauma to the central or peripheral nervous system. Unfortunately the main components of the INI, microelectrodes, have not shown appropriate long-term reliability due to multiple biological, material, and mechanical issues. Silicon carbide (SiC) is a semiconductor that is completely chemically inert within the physiological environment and can be micromachined using the same methods as with Si microdevices. We are proposing that a SiC material system may provide the improved longevity and reliability for INI devices. The design, fabrication, and preliminary electrical and electrochemical testing of an all-SiC prototype microelectrode array based on 4H-SiC, with an amorphous silicon carbide (a-SiC) insulator, is described. The fabrication of the planar microelectrode was performed utilizing a series of conventional micromachining steps. Preliminary electrochemical data are presented which show that these prototype electrodes display suitable performance.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Material Properties,Polycrystalline SiC,Benchtop/Soak Testing",,,amorphous,Neural_Engineering,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False
87,rayyan-66583317,"Gablech, I 2023",State-of-the-Art Electronic Materials for Thin Films in Bioelectronics,"Gablech, I and Glowacki, ED",2023,8.0,,10.1002/aelm.202300258,,eng,ADVANCED ELECTRONIC MATERIALS,"This review is dedicated to electronics materials enabling thin-film-based neural interface and bioelectronics devices. First-generation bioelectronic medicine devices feature hand-crafted bulk interface electrodes, wires and interconnects, and insulators. This review discusses how modern materials science, especially know-how repurposed from semiconductor and microdevice technologies, enables next-generation bioelectronics. Those are divided into two subgroups: second and third generation. The former refers to rigid microscaled devices, while the latter is defined as soft, ultrathin, and flexible microdevices. A critical assessment of different biointerface electrodes, conductors for interconnects, and insulators for substrates, passivation, and encapsulation layers is made. The goal is not to give an exhaustive account of every use-example of given materials, but to point out specific aspects that are relevant to making the right choices for materials for a given device or application. Unique advantages of specific materials are highlighted, while also focusing on weaker points and caveats that those materials may have. The goal is to have an up-to-date handbook for persons entering the field which also points out tips and tricks as well as challenging problems that researchers can be inspired to confront and overcome.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,General SiC,Implanted Electronics",,,amorphous,Neural_Engineering,True,True,True,False,False,False,False,True,True,False,True,True,True,True,False
88,rayyan-150234035,"Gavalas, M 2025",Temperature Influence on the Deposition of Nitrogen-Doped Silicon Carbide Polycrystalline Films,"Gavalas, M and Greenhorn, S and Mercier, F and Zekentes, K",2025,1.0,,10.3390/coatings15010106,,eng,COATINGS,"Polycrystalline nitrogen-doped cubic silicon carbide (3C-SiC) thin films are grown on 2 '' Si wafers by a low-pressure chemical vapor deposition (LPCVD) technique with the aim for them to be used as support and active materials in microelectronic devices for neural interfaces. The effect of deposition temperature on the structural, mechanical, and electrical properties is investigated. The growth rate is varying, from 1 mu m/h to 14 mu m/h, along with the deposition temperature. We show that the structural and electrical properties of polycrystalline SiC are modified when changing the deposition temperature. Films with resistivity as low as (10.0 +/- 0.5) m Omega<middle dot>cm, a low residual stress of (-397 +/- 158) MPa, and a low root mean square surface roughness of (53 +/- 19) nm are achieved. Accelerated aging tests in heated phosphate buffer solution (PBS) show an etching rate of less than 1 nm/day and a steady low electrical resistivity for 77 days, indicating that the nitrogen-doped polycrystalline SiC is a chemically stable material, capable of chronic stability in a saline electrolyte.     FU  - National French Research Agency [ANR-21-CE19-0054-01]; National French Research Agency under the project SiCNeural (ANR) [101091433]; Horizon Europe research and innovation program NANOMAT     FX  - This research was funded by the National French Research Agency under the project SiCNeural (ANR Grant ID: ANR-21-CE19-0054-01) and a Horizon Europe research and innovation program NANOMAT with the grant agreement no. 101091433.     PU  - MDPI     PI  - BASEL     PA  - ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",,,3C-SiC,Neural_Engineering,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False
90,rayyan-66582453,"Gazziro, M 2015",Transmission of wireless neural signals through a 0.18µm CMOS low-power amplifier,"Gazziro, M and Braga, C. F. R. and Moreira, D. A.  and Carvalho, A. C. P. L. F. and  Rodrigues, J. F. and Navarro, J. S. and Ardila, J. C. M. and Mioni, D. P.  and  Pessatti, M. and Fabbro, P.  and Freewin, C. and Saddow, S. E.",2015,,,10.1109/EMBC.2015.7319537,,eng,2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"In the field of Brain Machine Interfaces (BMI) researchers still are not able to produce clinically viable solutions that meet the requirements of long-term operation without the use of wires or batteries. Another problem is neural compatibility with the electrode probes. One of the possible ways of approaching these problems is the use of semiconductor biocompatible materials (silicon carbide) combined with an integrated circuit designed to operate with low power consumption. This paper describes a low-power neural signal amplifier chip, named Cortex, fabricated using 0.18Î¼m CMOS process technology with all electronics integrated in an area of 0.40mm2. The chip has 4 channels, total power consumption of only 144Î¼W, and is impedance matched to silicon carbide biocompatible electrodes.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Polycrystalline SiC",Silicon carbide;Power demand;Electrodes;Wireless communication;Couplings;CMOS integrated circuits,,3C-SiC,Neural_Engineering,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
91,rayyan-66582619,"Geramifard, N 2022a",Insertion mechanics of amorphous SiC ultra-micro scale neural probes.,"Geramifard, N. and Dousti, B. and Nguyen, C. and Abbott, J. and Cogan, S.F. and Varner, V.D.",2022,4.0,8,10.1088/1741-2552/ac5bf4,,eng,Journal of neural engineering,"Trauma induced by the insertion of microelectrodes into cortical neural tissue is a significant problem. Further, micromotion and mechanical mismatch between microelectrode probes and neural tissue is implicated in an adverse foreign body response (FBR). Hence, intracortical ultra-microelectrode probes have been proposed as alternatives that minimize this FBR. However, significant challenges in implanting these flexible probes remain. We investigated the insertion mechanics of amorphous silicon carbide (a-SiC) probes with a view to defining probe geometries that can be inserted into cortex without buckling.Approach. We determined the critical buckling force of a-SiC probes as a function of probe geometry and then characterized the buckling behavior of these probes by measuring force-displacement responses during insertion into agarose gel and rat cortex.Main results.Insertion forces for a range of probe geometries were determined and compared with critical buckling forces to establish geometries that should avoid buckling during implantation into brain. The studies show that slower insertion speeds reduce the maximum insertion force for single-shank probes but increase cortical dimpling during insertion of multi-shank probes.Significance.Our results provide a guide for selecting probe geometries and insertion speeds that allow unaided implantation of probes into rat cortex. The design approach is applicable to other animal models where insertion of intracortical probes to a depth of 2 mm is required.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data",Intracortical probe; amorphous SiC; Insertion mechanics; Ultramicroelectrode; foreign body response,35263724,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False
92,rayyan-66582609,"Geramifard, N 2022b",A Novel 3D Helical Microelectrode Array for In Vitro Extracellular Action Potential Recording.,"Geramifard, N and Lawson, J and Cogan, SF and Black, BJ",2022,10.0,8,10.3390/mi13101692,,eng,Micromachines,"Recent advances in cell and tissue engineering have enabled long-term three-dimensional (3D) in vitro cultures of human-derived neuronal tissues. Analogous two-dimensional (2D) tissue cultures have been used for decades in combination with substrate integrated microelectrode arrays (MEA) for pharmacological and toxicological assessments. While the phenotypic and cytoarchitectural arguments for 3D culture are clear, 3D MEA technologies are presently inadequate. This is mostly due to the technical challenge of creating vertical electrical conduction paths (or 'traces') using standardized biocompatible materials and fabrication techniques. Here, we have circumvented that challenge by designing and fabricating a novel helical 3D MEA comprised of polyimide, amorphous silicon carbide (a-SiC), gold/titanium, and sputtered iridium oxide films (SIROF). Electrochemical impedance spectroscopy (EIS) and cyclic voltammetry (CV) testing confirmed fully-fabricated MEAs should be capable of recording extracellular action potentials (EAPs) with high signal-to-noise ratios (SNR). We then seeded induced pluripotent stems cell (iPSC) sensory neurons (SNs) in a 3D collagen-based hydrogel integrated with the helical MEAs and recorded EAPs for up to 28 days in vitro from across the MEA volume. Importantly, this highly adaptable design does not intrinsically limit cell/tissue type, channel count, height, or total volume.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Benchtop/Soak Testing,Biocompatibility, Cell Culture",3D microelectrode;microelectrode arrays;iPSC sensory neurons; 3D cell culture,36296045,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False
93,rayyan-150234042,"Geramifard, N 2024",Flexible and Extensible Ribbon-Cable Interconnects for Implantable Electrical Neural Interfaces,"Geramifard, N and Khajehzadeh, M and Dousti, B and Abbott, JR and Nguyen, CK and Hernandez-Reynoso, AG and Joshi-Imre, A and Varner, VD and Cogan, SF",2024,10.0,30,10.1021/acsami.4c11773,,eng,ACS APPLIED MATERIALS & INTERFACES,"The design and characterization of thin-film ribbon cables as electrical interconnects for implanted neural stimulation and recording devices are reported. Our goal is to develop flexible and extensible ribbon cables that integrate with thin-film, cortical penetrating microelectrode arrays (MEAs). Amorphous silicon carbide (a-SiC) and polyimide were employed as the structural elements of the ribbon cables and multilayer titanium/gold thin films as electrical traces. Using photolithography and thin-film processing, ribbon cables with linear and serpentine electrical traces were investigated. A cable design with an open lattice geometry was also investigated as a means of achieving high levels of extensibility while preserving the electrical function of the cables. Multichannel ribbon cables were fabricated with 50 mm lengths and metallization trace widths of 2-12 mu m. The ribbon cables tolerate flexural bending to a radius of 50 mu m with no change in trace impedance but tolerate less than 5% tensile elongation without trace failure. Ribbon cables with a lattice structure exhibit 300% elongation without failure. The high elongation tolerance is attributed to a lattice design that results in an out-of-plane displacement that avoids fracture or plastic deformation. Extensible ribbon cables underwent up to 50,000 tensile elongation cycles to 45% extension without failure. An electrical interconnect process using through-holes in the distal gold bond pads of the ribbon cables was used to connect to an a-SiC-based MEA. The electrical connection was created by stenciling a conductive epoxy into the through-holes, bridging metallization between the traces, and MEA. The interconnect was tested using a ribbon cable connected to an a-SiC MEA implanted acutely in rat cortex and used to record neuronal activity. These highly flexible and extensible ribbon cables are expected to accommodate large extensions and facilitate cable routing during surgical implantation. They may also reduce tethering forces on implanted electrode arrays, potentially improving chronic neural recording performance.     FU  - National Institute of Neurological Disorders and Stroke [R01NS104344]; National Institute of Neurological Disorders and Stroke of the National Institutes of Health     FX  - This research was supported by the National Institute of Neurological Disorders and Stroke of the National Institutes of Health grant R01NS104344. The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institutes of Health.     PU  - AMER CHEMICAL SOC     PI  - WASHINGTON     PA  - 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False
94,rayyan-66582646,"Ghazavi, A 2020",Intraneural ultramicroelectrode arrays for function-specific interfacing to the vagus nerve.,"Ghazavi, A and Gonzalez-Gonzalez, MA and Romero-Ortega, MI and Cogan, SF ",2020,9.0,22,10.1016/j.bios.2020.112608,,eng,Biosensors & bioelectronics,"Selective interfacing to small multifunctional nerves such as the vagus nerve (VN) which is the main multimodal autonomic nerve that provides a major communication pathway from vital peripheral organs to the brain, can have significant potential in treating and diagnosing diseases as well as enhancing our understanding of peripheral nerve circuits. Here we describe the fabrication of a 16-channel intraneural electrode array with ultramicro-dimensioned electrodes to achieve improved functionally selective recording. We demonstrate that the amorphous silicon carbide ultramicroelectrode arrays (a-SiC UMEAs) provide selectivity in the detection of neural activity in the cVN related to changes in systemic oxygenation and blood pressure. We will also demonstrate spatially selective recording of micro-compound action potentials (Î¼CAPs) by electrical stimulation of the subdiaphragmatic branches of the VN. Distinct neural activity was recorded on electrodes separated by less than about 100Â Î¼m. This is the first time that this level of spatially selectivity recording has been demonstrated in the cVN with an intraneural multielectrode array.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data,Fabrication Method","Action Potentials;*Biosensing Techniques;Electric Stimulation;Electrodes, Implanted;Vagus Nerve",33035896,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
101,rayyan-66582912,"Gonzalez-Gonzalez, M 2023",Intraneural SiC multi electrodes to detect multimodal sensory signals,"Gonzalez-Gonzalez, M. A. and Ghazavi, A. and Cogan, S. and Romero-Ortega, M. ",2023,4.0,,10.1109/NER52421.2023.10123843,,eng,2023 11th International IEEE/EMBS Conference on Neural Engineering (NER),"Limb prosthesis technology now incorporates actuation and touch sensing information, however evoking such specific types of sensation to amputee users remains a challenge, in part due to the low spatial resolution of microelectrodes in peripheral neural interfaces relatively large active areas (i.e.., 2000 um2) at the tip and shafts of 100â€“200 um2 OD. Here we implemented a sixteen-channels ultra-small multi electrode arrays (UMEA) with 10 um OD shafts and 200 um2 surface area using amorphous silicon carbide (a-SiC) for high precision intraneural detection of cutaneous sensory signals. This technology allowed to discriminate between slow and rapid adapting mechanoceptors associated to light and deep pressure in response to touch stimulation using von Frey filaments. We observed specific electrophysiological profiles evoked from five glabrous dermatomes, which inform neural subtypes and spatial arrangement in the nerve. The results demonstrate that ultra-small UMEA can be used reliably to record specific sensory modalities from the peripheral nerves, which could offer a viable alternative to inform closed loop systems to decode movement intent and to evoke specific sensations through microstimulation.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data",Shafts;Optical fiber sensors;Silicon carbide;Robot sensing systems;Skin;Sensors;Reliability;Peripheral neural interfaces;mechanoceptive;robotic prosthesis;evoked perception,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
119,rayyan-66582771,"Hsu, J 2007",Characterization of a-SiC(x):H thin films as an encapsulation material for integrated silicon based neural interface devices.,"Hsu, JM and Tathireddy, P and Rieth, L and Normann, AR and Solzbacher, F",2007,11.0,1,10.1016/j.tsf.2007.04.050,,eng,Thin solid films,"A fully integrated, wireless neural interface device is being developed to free patients from the restriction and risk of infection associated with a transcutaneous wired connection. This device requires a hermetic, biocompatible encapsulation layer at the interface between the device and the neural tissue to maintain long-term recording/stimulating performance of the device. Hydrogenated amorphous silicon carbide (a-SiC(x):H) films deposited by a plasma enhanced chemical vapor deposition using SiH(4), CH(4), and H(2) precursors were investigated as the encapsulation layer for such device. Si-C bond density, measured by Fourier transform infrared absorption spectrometer, suggests that deposition conditions with increased hydrogen dilution, increased temperature, and low silane flow typically result in increase of Si-C bond density. From the variable angle spectroscopic ellipsometry measurement, no dissolution of a-SiC(x):H was observed during soaking tests in 90Â°C phosphate buffered saline. Conformal coating of the a-SiC(x):H in Utah electrode array was observed by scanning electron microscope. Electrical properties were studied by impedance spectroscopy to investigate the performance of a-SiC(x):H as an encapsulation layer, and the results showed long term stability of the material.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Material Properties,Benchtop/Soak Testing",Amorphous silicon carbide; biomedical device encapsulation; dielectrics; PECVD; passivation,18437249,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False
120,rayyan-66583236,"Hsu, J 2008","Effect of thermal and deposition processes on surface morphology, crystallinity, and adhesion of Parylene-C","Hsu, JM and Rieth, L and Kammer, S and Orthner, M and Solzbacher, F",2008,2.0,4,10.18494/SAM.2008.515,,eng,SENSORS AND MATERIALS,"Neural interface devices have been developed for neural science and neuroprosthetics applications to record and stimulate neural signals. Chemical-vapor-deposited Parylene-C films were studied as an encapsulation material for such an implantable device. The surface morphology of an implant Affects its biocompatibility; thus, the Parylene-C surface morphology was investigated as a function of the precursor sublimation rate by atomic force microscopy. We found that high precursor sublimation rates resulted in slightly higher root-mean-square surface roughnesses (from 5.78 to 9.53 nm for deposition rates from 0.015 to 0.08 g/min). The crystallinity affects the physical properties of semicrystalline polymers, and various heat treatments were found to modify the crystallinity of Parylene-C films, as assessed by X-ray diffraction (XRD). The XRD peak at 2 theta = similar to 14.5 degrees increased in intensity and decreased in full width at half maximum with increasing annealing temperature, indicating an increase in film crystallinity. Poor adhesion would compromise the protection offered by Parylene-C coatings. The adhesion between Parylene-C and silicon, amorphous silicon carbide, and boron silicate glass substrates were evaluated using the standard tape adhesion test from the American Society for Testing and Materials (ASTM) in an attempt to minimize the occurrence of delamination failures. The tape adhesion tests indicated strong adhesion for all the as-deposited Parylene films with the application of an adhesion promoter (Silquest A-174(R) silane). However, annealing the deposited films at temperatures from 85 to 150 degrees C in air for 20 min reduced film adhesion, and also the adhesion testing procedure used significantly affects the results obtained. Supporting evidence suggested that the thermal stress generated in the films weakened the adhesive force. We concluded that the Parylene-C film properties (surface morphology, crystallinity, and adhesion) changed during deposition and thermal annealing, suggesting that the Parylene-C film properties can be tailored and that, with care, failure due to film delamination can be avoided.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Fabrication Method,Material Properties,Benchtop/Soak Testing","CVD thin film, adhesion, surface morphology, crystallinity, Parylene-C",,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False
128,rayyan-66582604,"Jeakle, E 2023",Chronic Stability of Local Field Potentials Using Amorphous Silicon Carbide Microelectrode Arrays Implanted in the Rat Motor Cortex.,"Jeakle, EN and Abbott, JR and Usoro, JO and Wu, Y and Haghighi, P and Radhakrishna, R and Sturgill, BS and Nakajima, S and Thai, TTD and Pancrazio, JJ and Cogan, SF and Hernandez-Reynoso, AG",2023,3.0,19,10.3390/mi14030680,,eng,Micromachines,"Implantable microelectrode arrays (MEAs) enable the recording of electrical activity of cortical neurons, allowing the development of brain-machine interfaces. However, MEAs show reduced recording capabilities under chronic conditions, prompting the development of novel MEAs that can improve long-term performance. Conventional planar, silicon-based devices and ultra-thin amorphous silicon carbide (a-SiC) MEAs were implanted in the motor cortex of female Sprague-Dawley rats, and weekly anesthetized recordings were made for 16 weeks after implantation. The spectral density and bandpower between 1 and 500 Hz of recordings were compared over the implantation period for both device types. Initially, the bandpower of the a-SiC devices and standard MEAs was comparable. However, the standard MEAs showed a consistent decline in both bandpower and power spectral density throughout the 16 weeks post-implantation, whereas the a-SiC MEAs showed substantially more stable performance. These differences in bandpower and spectral density between standard and a-SiC MEAs were statistically significant from week 6 post-implantation until the end of the study at 16 weeks. These results support the use of ultra-thin a-SiC MEAs to develop chronic, reliable brain-machine interfaces.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data",Amorphous silicon carbide; Microelectrode arrays;  Motor cortex;  Local field potentials,36985087,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False
129,rayyan-150234028,"Jeakle, E 2024",Tracking single units across time using 16-channel microelectrode arrays,"Jeakle, E. N. and Abbott, J. R. and Smith, T. J. and Cogan, S. F. and Hernandez-Reynoso, A. G. and Pancrazio, J. J.",2024,7.0,15,10.1109/EMBC53108.2024.10781643,,eng,2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"Intracortical microelectrode arrays (MEAs) can record electrical activity from single neurons within the cortex of the brain. Typically, a collection of spikes constituting a single unit, presumed to be a unique neuron, are processed for a single recording session which may range from minutes to hours. Many processes we may wish to study, such as learning and adaptation, occur over several weeks or months. There has been interest in developing methods of tracking single units over multiple separate recordings to study neural processes that take place over several weeks or months, but to date these have primarily used high-density MEAs with hundreds of channels, which allow the use of spatial information in tracking units. Here we developed a method for tracking a single unit over multiple discontinuous recording sessions that makes use of lower density MEA data. Our approach relies on a support vector machine the considers the similarity of waveforms and their interspike intervals as well as their peak-to-trough time, voltage peak-to-peak, and spike rate recorded in rats using a four-shank amorphous silicon carbide microelectrode arrays implanted in the motor cortex. Our classifier achieved an accuracy of 90% and a low false positive rate of 6%. Although this is less accurate than algorithms developed using higher-density MEAs, which are dependent on geometry, the approach presented here does not rely on spatial data, allowing it to be used with many devices available off-the-shelf. Our results demonstrate the feasibility of reliable single unit tracking using lower density MEAs.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",Accuracy;Arrays;microelectrode arrays;Microelectrodes;neural engineering;neural recording;Neurons;Recording;Reliability;single unit recording;Spatial databases;support vector machines;Support vector machines;Vectors;Voltage,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
