key,refID,title,authors,year,month,day,doi,correction_doi,language,journal,abstract,notes,keywords,pubmed_id,SiC_Type,Application,review_article,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,Biosensor,GlucoseSensor,Cardiovascular,Bone,DrugRelease,Electroporation,GeneralImplants,RadiationDetection,TissueEng,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,BenchtopData,BiocompatibilityData,ExVivoData
rayyan-66582910,"Jaman, R 2023",Design and Performance Analysis of a Silicon Carbide Microneedle for Ibuprofen Drug Delivery,"Jaman, R. U. and Samad, M. F.",2023,4,19,10.1109/ECCE57851.2023.10101639,,eng,"2023 International Conference on Electrical, Computer and Communication Engineering (ECCE)","Microneedle provides much more efficiency than other implantable devices for transdermal drug delivery system. In this paper, a silicon carbide (SiC) microneedle is designed which consists of four lumens for delivering drug. The proposed microneedle has total length of $\mathbf{310}\ \boldsymbol{\mu} \mathbf{m}$ having three main parts. The top part of the microneedle is a conical area called tip where four lumens are situated. To design a sharp tip, the surface area is kept about $12.56\ \mu\mathrm{m}^{2}$. A cylindrical body having the height of $220\ \mu \mathrm{m}$ is the middle portion of the microneedle, which has the inner and the outer diameter of $46\ \mu \mathrm{m}$ and $72\ \mu \mathrm{m}$ respectively. And the bottom part is the base having the height of $15\ \mu \mathrm{m}$. To design, simulate, and for performance analyses of the proposed microneedle, COSMOL Multiphysics Software is used. This work presents the structural and the fluidic related analysis to investigate the performance of this microneedle. Moreover, the load analyses of both axial and transversal loading have been performed to justify the skin insertion capability of the microneedle. The variation of the stress due to the changing of tip surface area is also examined. In the fluid analysis, the inlet pressure ranging from 10 kPa to 100 kPa is applied to observe the flow characteristic of the ibuprofen. The obtained velocity for the inlet pressures of 10 kPa and 100 kPa are respectively 0.379 mm/s and 3.79 mm/s. The simulated results determine that this optimized microneedle can moderately reduce the pain during puncture and able to deliver any drug safely.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Drug Release,Fabrication Method,Material Properties,Benchtop/Soak Testing",Drugs;Silicon carbide;Pain;Lumen;Solids;Drug delivery;Skin;microneedle;transdermal drug delivery;silicon carbide;Von Mises Stress;ibuprofen,,other,Drug_Release,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
rayyan-150234004,"Jang, T 2024",Investigating Structural and Surface Modifications in Ion-Implanted 4H-SiC for Enhanced Dopant Distribution Analysis in Power Semiconductors.,"Jang, T and Byeon, M and Kang, M and Lee, SG and Lee, JH and Lee, SG and Min, WJ and Hong, TE",2024,11,23,10.3390/ma17235734,,eng,"Materials (Basel, Switzerland)","This study aims to develop a reference material that enables precise management of dopant distribution in power semiconductors. We thoroughly investigate the structural and surface properties of 4H-silicon carbide (4H-SiC) single crystals implanted without annealing using aluminum (Al) and phosphorus (P) ions. Ion-implanted 4H-SiC was thoroughly evaluated using advanced techniques, including X-ray diffraction (XRD), field emission transmission electron microscopy (FE-TEM), atomic force microscopy (AFM), time of flight medium energy ion scattering (ToF-MEIS), and secondary ion mass spectrometry (SIMS). The evaluated results indicate that, without post-annealing, ion-implanted 4H-SiC can serve as an effective reference material for the precise control of trace elements and the quantitative monitoring of dopant distribution in power semiconductor applications.","RAYYAN-INCLUSION: {""Rebecca""=>""Maybe""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",,39685170,4H-SiC,#N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66582604,"Jeakle, E 2023",Chronic Stability of Local Field Potentials Using Amorphous Silicon Carbide Microelectrode Arrays Implanted in the Rat Motor Cortex.,"Jeakle, EN and Abbott, JR and Usoro, JO and Wu, Y and Haghighi, P and Radhakrishna, R and Sturgill, BS and Nakajima, S and Thai, TTD and Pancrazio, JJ and Cogan, SF and Hernandez-Reynoso, AG",2023,3,19,10.3390/mi14030680,,eng,Micromachines,"Implantable microelectrode arrays (MEAs) enable the recording of electrical activity of cortical neurons, allowing the development of brain-machine interfaces. However, MEAs show reduced recording capabilities under chronic conditions, prompting the development of novel MEAs that can improve long-term performance. Conventional planar, silicon-based devices and ultra-thin amorphous silicon carbide (a-SiC) MEAs were implanted in the motor cortex of female Sprague-Dawley rats, and weekly anesthetized recordings were made for 16 weeks after implantation. The spectral density and bandpower between 1 and 500 Hz of recordings were compared over the implantation period for both device types. Initially, the bandpower of the a-SiC devices and standard MEAs was comparable. However, the standard MEAs showed a consistent decline in both bandpower and power spectral density throughout the 16 weeks post-implantation, whereas the a-SiC MEAs showed substantially more stable performance. These differences in bandpower and spectral density between standard and a-SiC MEAs were statistically significant from week 6 post-implantation until the end of the study at 16 weeks. These results support the use of ultra-thin a-SiC MEAs to develop chronic, reliable brain-machine interfaces.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data",Amorphous silicon carbide; Microelectrode arrays;  Motor cortex;  Local field potentials,36985087,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
rayyan-150234028,"Jeakle, E 2024",Tracking single units across time using 16-channel microelectrode arrays,"Jeakle, E. N. and Abbott, J. R. and Smith, T. J. and Cogan, S. F. and Hernandez-Reynoso, A. G. and Pancrazio, J. J.",2024,7,15,10.1109/EMBC53108.2024.10781643,,eng,2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"Intracortical microelectrode arrays (MEAs) can record electrical activity from single neurons within the cortex of the brain. Typically, a collection of spikes constituting a single unit, presumed to be a unique neuron, are processed for a single recording session which may range from minutes to hours. Many processes we may wish to study, such as learning and adaptation, occur over several weeks or months. There has been interest in developing methods of tracking single units over multiple separate recordings to study neural processes that take place over several weeks or months, but to date these have primarily used high-density MEAs with hundreds of channels, which allow the use of spatial information in tracking units. Here we developed a method for tracking a single unit over multiple discontinuous recording sessions that makes use of lower density MEA data. Our approach relies on a support vector machine the considers the similarity of waveforms and their interspike intervals as well as their peak-to-trough time, voltage peak-to-peak, and spike rate recorded in rats using a four-shank amorphous silicon carbide microelectrode arrays implanted in the motor cortex. Our classifier achieved an accuracy of 90% and a low false positive rate of 6%. Although this is less accurate than algorithms developed using higher-density MEAs, which are dependent on geometry, the approach presented here does not rely on spatial data, allowing it to be used with many devices available off-the-shelf. Our results demonstrate the feasibility of reliable single unit tracking using lower density MEAs.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}",Accuracy;Arrays;microelectrode arrays;Microelectrodes;neural engineering;neural recording;Neurons;Recording;Reliability;single unit recording;Spatial databases;support vector machines;Support vector machines;Vectors;Voltage,,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rayyan-66582567,"Jia, H 2019",Tracing and Resolving Microparticle Aquatic Mass Motion and Distribution on Multimode Silicon Carbide Microdisk Resonators,"Jia, H and Feng, PX-L ",2019,,,10.1109/MEMSYS.2019.8870826,,eng,2019 IEEE 32nd International Conference on Micro Electro Mechanical Systems (MEMS),"We report on the first experimental exploration of resonant detection and spatial tracing of single microparticle in liquid using silicon carbide (SiC) microdisk resonators, by exploiting the position-dependent multimode frequency responses up to the very high frequency (VHF) band. Through integrating optical tweezers for high-resolution microparticle manipulation into a laser interferometer with ultrahigh displacement sensitivity, multimode frequency shifts in response to single microparticle loading and motion are measured, with responsivities up to â„œ ~ 3 to 30Hz/fg in liquid. Combining finite element modeling with a neural network, we demonstrate that microscale mass distribution can be resolved by exploiting the devices' multimode responses. These techniques hold promise for ultrasensitive detection and imaging of microscale mobile or distributed masses (e.g., cells) in liquid and may facilitate biophysical studies of cellular and sub-cellular-level behaviors (e.g., proliferation and migration).","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Biosensor,Polycrystalline SiC",Silicon carbide;Resonators;Liquids;Optical interferometry;Resonant frequency;Frequency measurement;Optical imaging,,other,Biosensors,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
rayyan-66582671,"Joshi-Imre, A 2019",Chronic recording and electrochemical performance of amorphous silicon carbide-coated Utah electrode arrays implanted in rat motor cortex.,"Joshi-Imre, A and Black, BJ and Abbott, J and Kanneganti, A and Rihani, R and Chakraborty, B and Danda, VR and Maeng, J and Sharma, R and Rieth, L and Negi, S and Pancrazio, JJ and Cogan, SF",2019,7,10,10.1088/1741-2552/ab1bc8,,eng,Journal of neural engineering,"OBJECTIVE: Clinical applications of implantable microelectrode arrays are currently limited by device failure due to, in part, mechanical and electrochemical failure modes. To overcome this challenge, there is significant research interest in the exploration of novel array architectures and encapsulation materials. Amorphous silicon carbide (a-SiC) is biocompatible and corrosion resistant, and has recently been employed as a coating on biomedical devices including planar microelectrode arrays. However, to date, the three-dimensional Utah electrode array (UEA) is the only array architecture which has been approved by the food and drug administration (FDA) for long-term human trials. APPROACH: Here, we demonstrate, for the first time, that UEAs can be fabricated with a-SiC encapsulation and sputtered iridium oxide film (SIROF) electrode coatings, and that such arrays are capable of single-unit recordings over a 30 week implantation period in rat motor cortex. Over the same period, we carried out electrochemical measurements, including voltage transients, cyclic voltammetry, and electrochemical impedance spectroscopy (EIS), to evaluate potential failure modes. Furthermore, we evaluated chronic foreign body response via fluorescence immunohistochemistry following device explantation. MAIN RESULTS: During the indwelling period, we observed a reduction in active electrode yield percentage from 94.6â€‰â€‰Â±â€‰â€‰5.4 (week 1) to 16.4â€‰â€‰Â±â€‰â€‰11.5% (week 30). While the average active electrode yield showed a steady reduction, it is noteworthy that 3 out of 8 UEAs recorded greater than 60% active electrode yield at all times through 24 weeks and 1 out of 8 UEAs recorded greater than 60% active electrode yield at all times through the whole implantation period. SIGNIFICANCE: In total, these findings further suggest that a-SiC may serve as a mechanically and electrochemically stable device encapsulation alternative to polymeric coatings such as Parylene-C.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data","Animals;*Carbon Compounds, Inorganic;*Coated Materials, Biocompatible;Electrochemical Techniques/instrumentation/methods;*Electrodes, Implanted;Extracellular Fluid/physiology;Microelectrodes;Motor Cortex/*physiology;Rats;Rats, Long-Evans;*Silicon Compounds",31013489,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
rayyan-150234005,"Kajimoto, N 2025",Fabrication of resin cements capable of disintegrating by near-infrared radiation intended for cemented prosthesis removal.,"Kajimoto, N and Maruta, M and Minamisawa, H and Sato, T and Hamada, K and Tsuru, K",2025,1,31,10.4012/dmj.2024-170,,eng,Dental materials journal,"The material concept of resin cements capable of disintegrating due to near-infrared (NIR) radiation was verified. The cements were prepared by adding silicon carbide (SiC), which heats upon absorbing NIR rays, and thermally expandable particles (TEPs) to 4-META/MMA-TBB resin cement. The microtensile bond strength (ÂµTBS) and cytocompatibility of the cements were evaluated. The resin cements with 5 mass% SiC and 20-40 mass% TEPs had significantly lower ÂµTBS after NIR radiation than before NIR radiation, and their cytocompatibility was not decreased by SiC and TEPs additions. Furthermore, in vitro thermal damage tests were performed using the resin cement with 5 mass% SiC and 20 mass% TEPs, a typical composition. The results demonstrated conditions that significantly reduced ÂµTBS and minimized thermal damage by NIR radiation. Although these data are only proof of concept, the possibility that dental devices bonded with these cements could be detached by NIR radiation was demonstrated.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | USER-NOTES: {""Rebecca""=>[""New Ref Set 2025""]}","*Materials Testing;*Tensile Strength;*Infrared Rays;*Resin Cements/chemistry;*Carbon Compounds, Inorganic/chemistry;*Silicon Compounds/chemistry;Methacrylates/chemistry;Butylated Hydroxytoluene/chemistry;Surface Properties",,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
rayyan-66583197,"Kaushik, P 2020",Structural Modifications in Epitaxial Graphene on SiC Following 10 keV Nitrogen Ion Implantation,"Kaushik, PD and Yazdi, GR and Lakshmi, GBVS and Greczynski, G and Yakimova, R and Syvajarvi, M",2020,6,10,10.3390/app10114013,,eng,APPLIED SCIENCES-BASEL,"Modification of epitaxial graphene on silicon carbide (EG/SiC) was explored by ion implantation using 10 keV nitrogen ions. Fragments of monolayer graphene along with nanostructures were observed following nitrogen ion implantation. At the initial fluence, sp(3) defects appeared in EG; higher fluences resulted in vacancy defects as well as in an increased defect density. The increased fluence created a decrease in the intensity of the prominent peak of SiC as well as of the overall relative Raman intensity. The X-ray photoelectron spectroscopy (XPS) showed a reduction of the peak intensity of graphitic carbon and silicon carbide as a result of ion implantation. The dopant concentration and level of defects could be controlled both in EG and SiC by the fluence. This provided an opportunity to explore EG/SiC as a platform using ion implantation to control defects, and to be applied for fabricating sensitive sensors and nanoelectronics devices with high performance.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method | USER-NOTES: {""Rebecca""=>[""Check for medical application.""]}",ion implantation; Raman; AFM; XPS; graphene,,4H-SiC,#N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rayyan-66583174,"Kechi, E 2024","Computational Investigation of Antimony Co-doped with Tungsten (W), Molybdenum (Mo), and Chromium (Cr) on Silicon-carbide Nanotubes: As Dopamine Sensors for the Observation of Neurodegenerative Diseases","Kechi, EL and Gulack, AO and Edet, HO and Oduma, SJ and Imojara, B",2024,8, ,10.1007/s12668-024-01537-3,,eng,BIONANOSCIENCE,"Neurodegenerative disorders are diseases that affect the brain, and their diagnosis has been a clinical challenge since their inception which is suggested to be as the result of complexity of the brain. In this research, we investigated dopamine as a major indicator of diverse CNS diseases such as Parkinson, schizophrenia, attention deficit hyperactivity disorder (ADHD), and addiction, which are linked to chemical imbalance of dopamine (DPM). Silicon-carbide nanotubes (SiCNTs) were computationally synthesized with antimony (Sb) as the major dopant and doped with other transition metal, such as tungsten (W), molybdenum (Mo), or chromium (Cr), to improve the adsorption capacity of the nanotube materials through theoretical calculations based on density functional theory. This study elucidates the structure of modified silicon-carbide nanotubes for the application of dopamine biomarker. The majority of the systems show promising stability before and after interaction with DPM molecules, and chemisorption characteristic was observed following their adsorption with the DPM. The adsorption of DPM on the Antimony dopant SiCNT surface showed adsorption energy of -0.5442 eV, but after the inoculation of chromium (Cr), molybdenum (Mo), and tungsten (W) transition metals on the Sb@SiCNT surface, the adsorption tenacity increased to -2.7211 eV, -2.7211 eV, and -3.5375 eV, respectively. Therefore, our findings suggested that implementation of transitional metals on Sb dopant SiCNTs can be a promising biosensor for the detection or adsorption of dopamine and related hormones.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Biosensor,Neural Eng,General SiC,Fabrication Method",,,other,Neural_Engineering,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66583049,"Khazaka, R 2015",Toward high-quality 3C-SiC membrane on a 3C-SiC pseudo-substrate,"Khazaka, R and Bahette, E and Portail, M and Alquier, D and Michaud, JF",2015,12,1,10.1016/j.matlet.2015.07.071,,eng,MATERIALS LETTERS,"The cubic polytype of silicon carbide is an interesting candidate for Micro-Electra-Mechanical-Systems (MEMS) applications due to its tremendous physico-chemical properties. The recent development of multi-stacked Si/Sic heterostructures has demonstrated the possibility to obtain a (110)-oriented 3C-SiC membrane on a 3C-SiC pseudo-substrate, using a silicon layer grown by low pressure chemical vapor deposition as a sacrificial one. However, the (110) orientation of the 3C-SiC membrane led to a facetted and rough surface which could hamper its use for the development of new MEMS devices. Then, in this contribution, an optimized growth process is used to improve the surface quality of the 3C-SiC membrane. The progress relies on the mastering of a (111) orientation for the SiC film, resulting in a smooth surface. Such an optimized structure could be the starting point for the achievement of new MEMS devices in medical or harsh environment applications. (C) 2015 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Fabrication Method,Material Properties,Polycrystalline SiC",3C–SiC;Micromachining;LPCVD;Micro-structure;Membrane;MEMS,,3C-SiC,#N/A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66583140,"Kilic, A 2021",Machine Learning Analysis of Ni/SiC Electrodeposition Using Association Rule Mining and Artificial Neural Network,"Kilic, A and Yildirim, R and Eroglu, D",2021,6,24,10.1149/1945-7111/ac0aaa,,eng,Journal of The Electrochemical Society,"Due to their advanced tribological and mechanical properties, nickel/silicon carbide (Ni/SiC) composites have gained significant attention in recent years. Electrodeposition is a cost-effective method to produce the Ni/SiC composites with high uniformity. However, materials and process parameters of Ni/SiC electrodeposition have immense impact on the amount and the uniformity of the co-deposited SiC particles. In this study, machine learning algorithms are used to investigate the effect of electrodeposition parameters and materials on the Ni/SiC composite. Association rule mining (ARM) is used to determine the important factors leading to high SiC incorporation and artificial neural network (ANN) is used to build a model that can predict the amount of SiC particles in the deposit. ARM results clearly present that the use of cationic dispersants, especially AZTAB and TMAH, at concentrations higher than 1 g l(-1) is highly beneficial for high SiC incorporation into the deposit. Moreover, the ANN model shows that the estimation of SiC vol.% in the composite is possible with high prediction accuracy; the RMSE values of the training and the testing set are calculated as 5.49 and 6.61, respectively. This thorough analysis confirms that machine learning is a highly effective method, especially for such well-defined systems with many parameters.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Fabrication Method,Material Properties,Cardiovascular Stent",,,Ni/SiC composite,Cardiovascular,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66583041,"Kim, B 2003",Effect of plasma and control parameters on SiC etching in a C<sub>2</sub>F<sub>6</sub> plasma,"Kim, B and Lee, BT",2003,9,1,10.1023/A:1023282915616,,eng,PLASMA CHEMISTRY AND PLASMA PROCESSING,"Effects of radio frequency (RF) source power (plasma density) on silicon carbide etching are examined with variations in RF bias power, pressure, O-2 fraction, and gap spacing. The etching was conducted in a C2F6 inductively coupled plasma. Depending on parameters or plasma conditions, the etch rate varied quite differently. When the source power was varied, the bias power (ion energy) was strongly involved in determining the relative variation in the etch rate. Complex interactions between the parameters were ascertained by means of a predictive model. The model was obtained by using a neural network in conjunction with a 2(5) full factorial experiment. Model behaviors were consistent with experimental ones. By correlating the etch rate to the DC bias, it was identified that the source power effect on the etch rate is significantly enhanced as the DC bias is maintained at relatively low values.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method",Plasma etching; DC bias; plasma density; silicon carbide; neural network,,4H-SiC,#N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
rayyan-66583124,"Kim, B 2005",Low pressure plasma etching of silicon carbide,"Kim, B and Kim, S and Lee, BT",2005,9,1,10.1007/s00339-004-2774-z,,eng,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,"A low pressure etching of silicon carbide is qualitatively characterized by using a neural network. To construct a predictive model, the etch process was characterized by means of a 2(5) full factorial experiment. Experimental factors that were varied include radio frequency (rf) source power, bias power, pressure, O-2 fraction, and gap between the plasma source and wafer. An additional 15 experiments were conducted to test the appropriateness of the trained model. An optimized etch rate model has a root mean-squared error of 12.78 nm/min. Model response surface behaviors were certified by actual measurements. Several noticeable features at lower pressure etching include a lower etch rate, inverse relationship between the source power level and the dc bias, and a smaller etch rate variation with the source power. The effect of the bias power on the etch rate or dc bias was affected little by the pressure level. Etch mechanisms for the gap variations were quite different depending on the bias powers. Several etching aspects useful for plasma control were revealed.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method",,,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
rayyan-66583126,"Kim, B 2007",Partial X-ray photoelectron spectroscopy to constructing neural network model of plasma etching surface,"Kim, B and Kim, WS",2007,1,4,10.1016/j.mee.2006.11.010,,eng,MICROELECTRONIC ENGINEERING,"A new model to control plasma processes was constructed by combining a backpropagation neural network (BPNN) with X-ray photoelectron spectroscopy (XPS). This technique was evaluated with the data collected during the etching of silicon carbide films at NF3 inductively coupled plasma. The etching characteristics modeled were the etch rate and surface roughness measured by scanning electron microscope and atomic force microscopy, respectively. For systematic modeling, the etching was characterized by means of 2 4 full factorial experiment plus one center point. The BPNN was trained by the training data composed of XPS spectra corresponding to five major peaks. Prediction performance of trained BPNN model was tested with a test data set, not belonging to the training data. In modeling surface roughness, pure XPS model yielded an improvement of about 24% over PCA-XPS (99% data variance) model. For the etch rate data, the improvement was more than 40% irrespective of the data variances. These results indicate that non-reduced XPS spectra are more effective in constructing a prediction model. XPS models can be utilized to diagnose or control plasma processes. (c) 2006 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method",X-ray photoelectron spectroscopy; Surface roughness; Neural network; Atomic force microscopy; Plasma etching; Model,,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
rayyan-66582681,"Klein, E 2018",High-Density ?LED-Based Optical Cochlear Implant With Improved Thermomechanical Behavior,"Klein, E and Gossler, C and Paul, O and Ruther, P",2018,10,1,10.3389/fnins.2018.00659,,eng,Frontiers in neuroscience,"This study reports the realization of an optical cochlear implant (oCI) with optimized thermomechanical properties for optogenetic experiments. The oCI probe comprises 144 miniaturized light-emitting diodes (Î¼LEDs) distributed along a bendable, 1.5-cm-long, 350-Î¼m-wide and 26-Î¼m-thick probe shaft, individually controlled via a n Ã— p matrix interconnection. In contrast to our earlier approach based on polyimide (PI) and epoxy resin with different thermal expansion coefficients, the Î¼LEDs and interconnecting wires are now embedded into a triple-layer stack of a single, biocompatible, and highly transparent epoxy material. The new material combination results in a pronounced reduction of thermomechanical bending in comparison with the material pair of the earlier approach. We developed a spin-coating process enabling epoxy resin layers down to 5 Î¼m at thickness variations of less than 7% across the entire carrier wafer. We observed that the cross-linking of epoxy resin layers strongly depends on the spin-coating parameters which were found to be correlated to a potential separation of epoxy resin components of different densities. Furthermore, various metallization layers and corresponding adhesion promoting layers were investigated. We identified the combination of silicon carbide with a titanium-based metallization to provide the highest peeling strength, achieving an adhesion to epoxy improved by a factor of two. In order to obtain a high process yield, we established a stress-free implant release using the electrochemical dissolution of a sacrificial aluminum layer. The direct comparison of oCI probe variants using a single epoxy material and the combination of PI and epoxy resin revealed that the epoxy-resin-only probe shows minimal thermomechanical probe bending with a negligible hysteresis. The thermal probe characterization demonstrated that the temperature increase is limited to 1 K at Î¼LED DC currents of up to 10 mA depending on the stimulation duration and the medium surrounding the probe. The optical output power and peak wavelengths of the new oCI variant were extracted to be 0.82 mW and 462 nm when operating the Î¼LEDs at 10 mA, 10 kHz, and a duty cycle of 10%. The optical power corresponds to a radiant emittance of 407 mW/mm(2), sufficient for optogenetic experiments using channelrhodopsin-2.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,Fabrication Method,Material Properties", cochlear implant; epoxy; micro light-emitting diode (?LED); optogenetics; thermomechanical behavior,30327585,other,Neural_Engineering,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66582698,"Knaack, G 2016",In vivo Characterization of Amorphous Silicon Carbide As a Biomaterial for Chronic Neural Interfaces.,"Knaack, GL and McHail, DG and Borda, G and Koo, B and Peixoto, N and Cogan, SF and Dumas, TC and Pancrazio, JJ",2016,6,27,10.3389/fnins.2016.00301,,eng,Frontiers in neuroscience,"Implantable microelectrode arrays (MEAs) offer clinical promise for prosthetic devices by enabling restoration of communication and control of artificial limbs. While proof-of-concept recordings from MEAs have been promising, work in animal models demonstrates that the obtained signals degrade over time. Both material robustness and tissue response are acknowledged to have a role in device lifetime. Amorphous Silicon carbide (a-SiC), a robust material that is corrosion resistant, has emerged as an alternative encapsulation layer for implantable devices. We systematically examined the impact of a-SiC coating on Si probes by immunohistochemical characterization of key markers implicated in tissue-device response. After implantation, we performed device capture immunohistochemical labeling of neurons, astrocytes, and activated microglia/macrophages after 4 and 8 weeks of implantation. Neuron loss and microglia activation were similar between Si and a-SiC coated probes, while tissue implanted with a-SiC displayed a reduction in astrocytes adjacent to the probe. These results suggest that a-SiC has a similar biocompatibility profile as Si, and may be suitable for implantable MEA applications as a hermetic coating to prevent material degradation.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data","Amorphous silicon carbide, neuroprosthetic device, neural electrode, foreign body response, neuroinflammatory response, in vivo models",27445672,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
